text,label
Yêu thầy. Dấu bé 3,non_toxic
Tìm bạn gái tại đây nha các chàng trai chưa có người yêu ơi sắp noel rồi eo ơi,non_toxic
Phan Mạnh Cường một học sinh ở thủ lô Hà Lội vừa cho biết ý kiến,non_toxic
Lê Thảo nào em với Thi đi nhớ hú anh nhé. Anh đi theo quay clip chứ không có tham gia.,non_toxic
Chào đ/c thiếu tướng Trần Dần,non_toxic
Xem chục lần r vẩn cười,non_toxic
Kiểu gì antifan cũng bảo ảnh này là ghép,non_toxic
Fan cô minh hiếu có ở đây không ta,non_toxic
Fan cứng điểm danh,non_toxic
Má bữa giờ tao tưởng ông ba là ng cha mẫu mực,toxic
"M thằng dốt nó ko pik đăng tào lao e ak, chứ móng trụ ko đạt dựng trụ nó sập oy, đâu dựng lên thành hình rồi kéo dây, đổ thừa con bò kéo sập trụ. Đúng là mấy thằng ngu như bò",toxic
Gáy thì phải gọi là cực nhanh từ vị trí độ mixi =)))),non_toxic
Giải thưởng danh hài xuất sắc hả thầy,non_toxic
Nghe thì nhuyệt huyết nhưng củng không thuyết phục lắm nha anh =)),non_toxic
Phạm AnhQuân không cái live chat ở dưới là thật cái live chat ở trong video là fake,non_toxic
Đc vlon b ơi hh,non_toxic
xứ thiên đường cái lol gì cũng hơi tí là phạt,toxic
Già rồi còn đéo gì mà ráng nhoai lên chứ địt cụ,toxic
"Tạm đình chỉ, chờ cấp phép rồi xey dựng lủ ngu ạ. Với lại có 1 số hạng mục xây dựng ngoài thiết kế. Thằng chó nào mạnh miệng bảo dừng xây dựng luôn ko??",toxic
Chắc lại trốn stream hôm nay rồi :v,non_toxic
Theo mình nghĩ là lủng bao mới đúng :v,non_toxic
Khải Nguyễn khác giá tiền đó anh :((,non_toxic
Ngọc Thảo em có lý do riếng của em nhaaaaa =)))),non_toxic
nghỉ lâu thế thầy :(((,non_toxic
Kichi Sulii o khe^ b oi,non_toxic
Dân Việt Nam se không còn nghe 1001 chuyện Ăn của quan nếu kéo cổ hết bọn việt cộng ra biển lớn làm bữa thịt người cho cá .,toxic
"Xem hay mà, cả phim sẽ có 1đoạn mà tim thép cũng phải giật mình",non_toxic
Phạt tù thôi,non_toxic
Cố gắng lên các amh ê,non_toxic
Thanh Tú,non_toxic
mẹ giờ chuyển tháng sau cạp đất mà ăn hahahaha -)) mà thoo t muốn cầm một cọc để xem cảm giác đại gia nhue thế nào tháng sau t lấy đất t ăn cũng dc -)),non_toxic
Ghi nợ Minh NguyenĐoàn Ngọc Huyền복승아,non_toxic
🤣,non_toxic
Ad chứ kh fải add nha a ơi =))),non_toxic
Hi vọng việt nam CON RỒNG CHÁU TIÊN Sớm vượt qua đại dịch này !,non_toxic
phũ thì vãi,non_toxic
@Duong Thùy sao ấy,non_toxic
Quang Nam ơ thế tôi đọc nhầm sorry 😂😂,non_toxic
Game j vậy thầy,non_toxic
Trưa coi cười muốn xỉu....vs ca khúc người tình trên chiến trận,non_toxic
Lát try hard đi abe sẵn kể tụi em nghe luôn dấu bé 3,non_toxic
Team up cực mạnh đến từ ông chủ đầm tôm,non_toxic
Cảm ơn phim nha,non_toxic
oce thầy :33,non_toxic
Nó lại đẹp trai vl ra,non_toxic
Được 95 triệu sud ik ròi sủa tiêpa nhe,non_toxic
Được thầy ơi,non_toxic
Nguyễn Thuận ý kiến của tụi tao thôi thì thấy không hay thôi mấy bài trước điều được riêng bài này cảm thấy không hay cho lắm =))),non_toxic
"Đúng rồi, toàn bọn rẻ rách, cặn bã, ăn cơm ăn cức của Việt Nam mà mở mồm ra là chửi sằn bậy !!!",toxic
Quockhanh Mai hóng,non_toxic
Trinh Dương giống tui ghê,non_toxic
"Nhàn Lê yup , bài này k có ngon như mấy bài trước nhưng jack đang comeback thì mình ủng hộ đã , k bọn đạo sĩ nó làm loạn",non_toxic
Cực kì thuyết phục:)),non_toxic
Sancho à Tộc Trưởng,non_toxic
Nguyễn Nam ai làm chủ đây tất nhiên là mèo :)),non_toxic
Đc anh ơi,non_toxic
má giàu,non_toxic
Xin địa chỉ nộp hồ sơ,non_toxic
Tú Uyên làm tháng đổi đời đi 😂,non_toxic
Bạn chả có tí hành kinh nào văn hoá cả,toxic
nghe đâu anh Độ định bùng,non_toxic
Sống nhanh lên nào,non_toxic
Ghép làm chó nha ae,toxic
Sợ ma quá à,non_toxic
"mãnh thú nô đùa , đúng là "" gia môn bất hạnh - gia chủ bất lực """,non_toxic
Thiên đường xhcn là đây :v,toxic
ơ mất fan cưng r:(,non_toxic
"Đảng quang vinh, bác Hồ vĩ đại",non_toxic
Em được làm fan cứng luôn rồi nè ❤️ reaction quá hay quá cute coi mấy giờ này quá hợp lí =]]],non_toxic
Huy Lê T thấy có chữ Đụ =]] Mắt t hoa hay gì ?,toxic
Quỳnhh Hoa đúng r mà vẫn cao hơn não bộ của,non_toxic
rách háng như chơi,non_toxic
"Ổn áp lắm chú, chuẩn bị đồ đi hành nghề rồi😥",non_toxic
"Thắng Ok m chui từ cái lol cho ra nói chuyện như thằng vô học, đmm ai nc vs m nhàu vô đây cắn bậy",toxic
abe của tôi,non_toxic
đến cái tầm đấy thì con của nó cũng học cấp 2 rồi anh à :((((,non_toxic
Nguyễn Ngọc Mai thế kphai ng m ns à,non_toxic
rất chi là đẹp trai,non_toxic
Thuyết phục cực kì!,non_toxic
Cô ấy không tìm được người tốt hơn bạn để so sánh thì sao,non_toxic
Tắc đường xuống đi bộ,non_toxic
Đi từ vùng dịch về ko chịu cách ly. Đấy là cách bọn giàu sống à ?,non_toxic
A tuân ảnh cười kg ngam miệng lun,non_toxic
Tức nghiêng là a cũng rất zui nếu dc làm quen với e,non_toxic
Nhất Thiện t cũng méo tin đc,toxic
Ok chú Độ nhé:3,non_toxic
"Đizz mẹ nó giết dân từ từ hết chuyện này đến chuyện khác lũ chó quân ăn cướp chứ đéo phải là quân iu nước , bây h nó còn rước giặc tàu rồi mở đương cho tàu qua giết dân ta cho nhanh , đưa formosa zề giết dân ta bàn chứng cụ thể ai ai cũng thấy",toxic
Tạm đc anh ơi 👏,non_toxic
Tết chú độ cứ lì xì mỗi cháu 1 tờ,non_toxic
Mong thay co nhung giao an xin xo de em hoc hoi va ko lam ganh nang cho team nua😁,non_toxic
Hoàng thị bé six 😆,non_toxic
Like's Boss,non_toxic
Kiểu này bắt đi tù là vừa ở đó còn che tên.,non_toxic
Toang,non_toxic
Nó  người  Việt  nam  nó  chuoi hết  dân  tộc vn mình đó chị  chuoi nó  hết  năm  nay  luôn  chị,non_toxic
😢😢😢,non_toxic
Cực kì thuyết phục !!,non_toxic
Ae có link xem chưa vào đây gái ngon lắm,toxic
Mặt đúng kiểu né kill rồi mà,non_toxic
Ai đi ngang qua vào wall em like avt mới dùm em ạ. Em cảm ơn nhiều 😢🙆‍♀️,non_toxic
Thế Vinh SuSaNa Hoàng Kim Giáp 😂😂😂,non_toxic
stream đi anh,non_toxic
May mà được ông làm tóc có tâm. Đến tết mái có dài cũng quyết không cắt 🤣,non_toxic
Cô dễ thương quá cô ơi chân thật quá ai lớp du chu cờ mo.,non_toxic
lói kkk,non_toxic
nỡm ạ,non_toxic
Cai nay dong nao mot chut,non_toxic
Tui thích bà này ghê á 😂 dễ thương quá tr 😂❤,non_toxic
Gucci trend,non_toxic
Anh and gđ cùng nhau nghĩ lễ vui vẻ nha anh ^^,non_toxic
mui lenh r chi oi,non_toxic
Dễ thương thực sự ☺,non_toxic
nghiệp nặng quá là chết đó nha cô,toxic
Hết ngày chưa bước dc ra khỏi nhà Mễ Mễ,non_toxic
Ngọc Linh uk,non_toxic
"Bọn xu nịnh là những kẻ làm hư cán bộ, và là những kẻ yếu kém chuyên môn nhất.",toxic
Đạt Royal nó k chịu cách ly vì trong đó ngột ngạt,non_toxic
a lại cười cả buổi stream đó,non_toxic
Chú tễu 😏,non_toxic
Có 2 cái cầu tiêu ở sài gòn,non_toxic
ship cho mấy anh ấy ít tỏi của châu việt cường,non_toxic
Lên luôn nào các bạn nhỏ :)),non_toxic
Em Tu ánh sáng soi đường cho Abe🤪🤪🤪,non_toxic
Dễ thương!!!,non_toxic
Tỷ lệ phụ nữ trong QH vietnam cao hơn Mỹ. Know your fact right,non_toxic
link đâu con mẹ m,toxic
Dễ thương xĩu,non_toxic
ngọc hay làm cánh hoa cho huy coi đó nhớ hem Gia Huy,non_toxic
cưng vll,non_toxic
"Thợ tóc đâyyyy, ai cắt tóc kkkkk =)))",non_toxic
Fan cứng Thầy Ba,non_toxic
Số điện thoại của em là 0934424727,non_toxic
Chi ba dung la vang ngọc,non_toxic
Thế nào chả off stream,non_toxic
Nát hết rồi,toxic
iphone 11 đồng hành cùng MixiGaming :)))),non_toxic
Dung roi dat nuoc 1vua thi thien ha duoc nho.the gioi cung vay.mot khoi thi tat ca an vui,non_toxic
Cực kì thuyết phục 😌,non_toxic
chị vui tính quá,non_toxic
Cục này ngon nè ... chồng và vợ mỗi người nữa cục nha,non_toxic
Thaich chi hieu nay roi nha de thuong,non_toxic
Huy Hoàng Phương Nhựt Lâm Na Lâm Bon Coi việc nhẹ lương cao nè mọi người,non_toxic
Thời buổi nào rồi mà còn yêu đương. Ăn học k lo. Yêu yêu cl,toxic
Ở Vietnnam tụi nó ăn tiền bồi thường ô nhiễm của người dân. Ở Việt Nam! Tụi nó ăn tiền để làm ngơ formosa gây ô nhiễm.,toxic
Được em ơi,non_toxic
abe trật nhịp :)))),non_toxic
Sdt e ne chi 0909108914,non_toxic
Câu cẩn thận ko tao bắn tao Có súng đây này,non_toxic
Fan cứng alooooo,non_toxic
nhìn thấy chú Tự Long mặc đồ vàng chứ không phải bác Quốc Khánh là thấy sai vcl sai rồi =))))),non_toxic
Clm t lạy =))),toxic
Nông Hải Yến nghe nói 165 cầu giấy kìa b,non_toxic
biến đi nghĩa,toxic
Bé ao trắng nhìn cưng z 😍😍😍,non_toxic
dễ thương thậc sự :))),non_toxic
Nguyen Thi Tuyet Anh bạn chỉ đc cái nói đúng 😂😂,non_toxic
Thêm quả đaauf như này chất luôn 🙂,non_toxic
Hello anh emmm,non_toxic
nói dối bị môi Trang khóa ngay,non_toxic
Toản Hoà đây là admin của beat đấy ngon vl không phải n17 nha,non_toxic
Tầm này phải xiên thằng edit dám cà khịa a tôi,non_toxic
Có anh đến nhà nó chúc mừng nó để nó biết ko có nó mik vẫn sống tốt anh ạ!,non_toxic
"Anh em Banh bóng thua tha nợ nần hoặc chưa biết cách tham khảo kèo chơi thì xin vào nhóm bóng của anh Hoàng Cửu Long mà bám chuẩn, thắng nhiều",non_toxic
co oi co phuc hau wua,non_toxic
"Thương anh í quá, sao chính quyền không cho ông cách ly ở nhà tang lễ cho tiện nhang đèn, hòm gỗ kèm nến lung linh cho ấm áp!",toxic
Mày đéo xứng đáng làm người dân nam định,toxic
R thế giáo án đá phò đâu thầy l,toxic
Dù iphone 12 ra đi nữa thì crush nó vẫn đ thích mình 🤷‍♀️🤷‍♀️,non_toxic
Thế clg đây :v,toxic
Dân mà gạt tay vậy chắc tô lâm nó cho vào tội cưỡng hiếp nun,toxic
:)) dm thối nát,toxic
Lê Văn Quật úp lên gruop lớp cho thầy coi đi,non_toxic
Chiến tranh,non_toxic
Bao nay dung la bao doi,non_toxic
Sống chậm lại tí đi các bạn,non_toxic
"A làm như thế thì rất nguy hiểm cho nhiều ng, đặc biệt những ng thích ăn bánh mì, ko có những ng vượt đèn như a thì lấy đâu ra bánh mì mà ăn, rồi còn vợ con gia đình họ nữa, k có bánh mì thì sẽ chết đói, k làm việc đc, thất nghiệp, kéo theo kinh tế trì trệ vì thiếu nhân công, ảnh hưởng sự phát triển của đất nc. Quá nguy hiểm. Đm như vậy mà mình cũng xuyên tạc đc. Nể thiệc. :v",non_toxic
Vũ Thanh Tùng chồng con r tán cẩn thận gãy răng :)). Mà bạn ấy chưa j đã vào sủa phun toàn cứt kiếc thì ai dám tán :)),toxic
Lan Hoa nói như mày vậy là cả trường đạo nhái tao rồi ai cũng mặc đồ giống tao hết 🙂,toxic
Cần thì inbox em nha.... e tình nguyện,non_toxic
VN TOÀN THẮNG ẮT VỀ TA .,non_toxic
Diệu Linh được thật sự lun 😂👍,non_toxic
Trần Hoàng Long đĩ mẹ m con? Trần Hensy của c nè,toxic
tội cho anh ấy tới bước đường cùng rồi sao mà khổ vậy,non_toxic
có 2 đứa con gái rồi vẫn mong có 1 thằng cu dễ thương như tùng sói,non_toxic
Tưởng sói bảo đưa ông già về Cao Bằng học toán :v,non_toxic
CHI MINH HIEU THAT DE THUONG,non_toxic
"Về nhà giúp mẹ giúp cha,",non_toxic
"Từ đầu tới cuối các trang ""Yêu Đảng"" Đều đổ cho thủy triều đỏ cả và xỉ vã thậm tệ những người nói do formosa gây ra !Đến khi sự việc vỡ lỡ vẫn ko 1 lời xin lỗi !",toxic
Mưa thuỷ tinh,non_toxic
"Troi oi,con duc rua nay no lam phuoc, ma cai mom no giog cai ham cau lau nam .doi k",toxic
Chúc ac và Sói + Sói f1 nghỉ lễ vui vẻ,non_toxic
Ông châu nhìn luởi điêu luyện ha chác rành rùi ha,non_toxic
Sương sương thôi nha 😂,non_toxic
Nhật Phát và não đã chọn lọc ra cho chúng ta là thịt chó có thể ăn :),non_toxic
Pho ruồi bâu,non_toxic
Má c để lại cho c 100 cây vàng c giàu luôn 😂😂,non_toxic
Bùi Nga Quỳnh Anh thế kiếm ny đi,non_toxic
Nghèo khổ có nhau chứ giàu có chắc k =)),non_toxic
Nền nhạc nghe hơi lạ ;))) nói chung cả 2 nên kết hợp để có hit,non_toxic
"Rồi, rớt cái lòn luôn",toxic
Bú bóng cao su ha gì cười ghê z abe :)),non_toxic
Ông tuân ổg cười gần chết luôn kìa 🤣🤣,non_toxic
Nộp hồ sơ ở đâu thế nhỉ,non_toxic
Hoàng Thiện thế a cần dùng loại nào?😌😂,non_toxic
Nguyễn Khánh,non_toxic
Lẩu mèo thì phê phải biết anh ạ,non_toxic
M tính chơi bê đê à,non_toxic
"Mình góp ý nhé. Ý kiến của mình là như này, mình nói ra nếu có mất lòng anh em thì mình cũng chịu, tại vì mình cũng chỉ muốn đóng góp một chút ý kiến cho anh em biết là mình cũng là một người có ý kiến, mình là con người không thích nói dài dòng, chỉ đ",non_toxic
tính tiền cho thầy :v,non_toxic
năm mới nghèo theo cách anh Ba,non_toxic
Sinh năm 98 sao nhìn già rứa hè,non_toxic
Vãi cả Ờ 😄,non_toxic
2 năm....,non_toxic
Móc lên ngửi đấy mà. Dơ vcl 🤣🤣,toxic
Có nước đã win game đầu sau khi ra mắt còn có nước đã lose game đầu còn cà khịa,non_toxic
"Năm ông là năm ông, Lục Tổ là Lục Tổ, sao lại năm ông Lục Tổ. xưa kia Lục Tổ Huệ Năng là Tổ thứ sáu được Ngũ Tổ Hoằng Nhẫn trao Y Bát!. Năm ông , Lục Tổ của bác công lại là 11 ông Tổ phải không bác???",non_toxic
"Quỳnh Anh phải có chứ nhỉ , cắt táo đi còn xem xét gì nữa @@",non_toxic
Phỏng vấn trực truyến trần dần,non_toxic
Vào like ảnh đại diện của em vs mn ơi,non_toxic
đút vào mồm thầy,toxic
Minh Trang Nguyen,non_toxic
Ông chú da black thích nhuộm màu tóc yellow 😁,non_toxic
Em có được ko chị 3,non_toxic
It’s San Francislong,non_toxic
"Kiểm điểm, rút kinh nghiệm",non_toxic
Sợ thì thôi im,non_toxic
Tức diêng là tui không bị di chùng oy,non_toxic
192 hàm tử phải ko ae,non_toxic
Trần Dần  chơi với tổng thống Mỹ  thật á  mọi người?,non_toxic
check tin nhắn nha anh,non_toxic
Linh Chi t thấy k hay thì nói k hay thôi,non_toxic
Gay to vl :))),toxic
nhật nguyễn Nếu bạn thích coi clip của Trần Dần thì đây:,non_toxic
Lê Phương Linh thì mình tự nghỉ 😌🤣,non_toxic
Giang hồ ngậm buồi chứ đéo yêu nhé ông Sói =)),toxic
Sao làm chủ tịch mà ngu thế đc nhỉ,toxic
Phương Thảo đi chưa ra gì ko,non_toxic
"Vào trường lớp giáo viên dạy ta bải vệ môi trường cây cối này nọ, song thực tế các bác lớn hằng ngày vẫn đưa ra nhìu dự án, đề xuất để rồi rừng ít lại còn ít hơn. Và lại đưa đề nghị luận xh về việc chặt phá rừng",toxic
Anh trung manh thú)),non_toxic
Ly Phương đứng view nãy giờ á,non_toxic
"1 con phố đang xinh đẹp, nề niếp bổng thằng chó ad nó ỉa trước cửa nhà nó. Người ta ko cho, nó bảo ỉa như thế để tạo mùi thơm cho khu phố. Nó thích sự khác bjệt là thế",toxic
Rachel Tran hey hey homie... :)))...,non_toxic
Bà này chắc coi hài kiều oanh dử lắm đây,non_toxic
Ở vn tao k gọi là cánh hoa. Huhu,non_toxic
Cô dễ thương ghê. Coi mà cười xỉu,non_toxic
Anh be ơi 🤭,non_toxic
Mỗi lần coi cô là cười ra nước mắt 😂,non_toxic
"Kiều My Phản động là cách nói của chính quyền , thật ra là DÂN biểu tình để nói chính quyền chúng tôi không đòng ý",non_toxic
Thế chủi nhau ko ad. Đang ngứa mồm. Ức chế công việc quá,non_toxic
Ở 1 diễn biến khác,non_toxic
Ngta lớn ngta chua kêu tên mày thứ nhỏ mất dạy tao cũng bị gạt đây thấy LGBT dễ thương mua ủng hộ live nào tao cũng coi may đm mua ve xịt 3phút đéo nghe mùi j thu làm ăn gian dối ko tồn tại dc lâu đâu nhỏ hon ngta mà hổn láo,toxic
Oanh Thư 🤟🏻,non_toxic
Kẻ tổn thương lại muốn đi tổn thương người khác,non_toxic
Vợ nhìn cái ko dám quẩy,non_toxic
Hằng Reus có Hằng đó chơi ai,non_toxic
"quan trọng là cãi tụi nó nên tụi nó cho lên đĩa, chứ làm sai thì ai nào ko sai? với lại biết ai chơi ko mà nói ông thanh nào đì, dám nói ông thanh đà nẵng lắm ah` =))",toxic
👍🏿👋🏽👍🏿👋🏽👍🏿♥️🌷♥️,non_toxic
Cứ mưa ngồi bus là xong :)),non_toxic
Tộc ca full volume cho cả xóm cùng nghe :)),non_toxic
Co noi chuyen nghe giong con thich,non_toxic
Huyền Khánh Phùng tội nghiệp chưa🤣🤣,non_toxic
Tao đệ Ba Gà :)),non_toxic
Mua quần luôn đi,non_toxic
Đừng vào nữa mn ơi,non_toxic
"Toà mà làm việc dựa vô lời khai thì ai ghét vu khống thêm thì sao nhỉ ??? Hơn nữa tôi thắc mắc tại sao phải cố ép Hải vào án tử hình trong khi mọi thứ đều thiếu cơ sở ?? Nếu kẻ khác giết người mà không phải Hải , Hải bị tử hình oan thì ai chịu ???",non_toxic
Tuần sau 16 team là hơi căng đó nha :( phải hard hơn nữa,non_toxic
Lê Thành,non_toxic
T.Q âm mui chê vi trung giết nhân loai toan thể giới . Đê Lây lan chết nhiêu nguoi oan .mang TCB ra toa thêgioi sét su ?,toxic
Á á dm.,toxic
Trần Quân,non_toxic
"Ng bỏ công người bỏ của. Đệt mệ kêu mấy anh bộ đội quyên góp 500tr đi thì khỏi làm, còn k có tiền thì bỏ công, so so cái quần đùi.",toxic
Hy vọng đảng mua vk để chống giặc chứ đừng dùng để đàn áp người dân,non_toxic
Idol của tuổi thơ tao:((,non_toxic
Kicm.lúc này,non_toxic
"Hay lắm bạn ơi, lần sau cứ thế phát huy đỡ khổ mấy anh cs",non_toxic
Tết để quả tóc tomboy loi choi :)),non_toxic
Hải Yến có duyên thế này k biết có ny k =))),non_toxic
Thầy các em đây,non_toxic
Thuốc lào nâng cao sĩ diện,non_toxic
Cũng là bắn..sao ko bắn thằng to hơn có phải đã ko,non_toxic
Cương Đặng con này là con tôm hùm mà thịt chó đâu ra,non_toxic
Có lẽ đom đóm hay hơn bài này,non_toxic
Đề nghị chương trình đăng bản full uncut nghe nói cả tiếng lận,non_toxic
Bh van con nghe nỗi nhớ đóng băng chứ đùa =]]]],non_toxic
ấu siệt !!!,non_toxic
cty a ở đâu e xin đầu quân :v,non_toxic
Nguyễn Đăng Khoa wtf dêo hiểu nỗi haha,non_toxic
Cô My ơi ở lại với e đi :)) kệ mẹ thg lozzzz ba gà :)))),toxic
Chửi chết con mẹ mấy thằng ngu đi 😂,toxic
"Đây là cô 3 vàng ngọc lừa cô Minh Hiếu đây he, nhìn cô 3 có nét đẹp đờn ông rặt ghê :)))(",non_toxic
Ngô Thị Hoàng An Ngày nào cũng suy nghĩ đắn đo =)),non_toxic
Cực kỳ thiết phục,non_toxic
Klq mình chỉ thay thầy sela truyền tải thông điệp yêu thương đến mọi người,non_toxic
"Dự là 9 phủ nhật chơi tới bến vụ này, lắp đặt camera các kiểu quan sát, liên kết với chính phủ việt coi có kẻ phá hoại tiếp không làm xấu hình ảnh nước nhật đây mà 🙈🙉🙊",non_toxic
Trung Vĩnh Võ s k thấy ai nói năng zì hết v m :))),non_toxic
Mua son về cho cô PandaThai đi thầy,non_toxic
Ở một khía cạnh khác,non_toxic
#ERROR!,non_toxic
ở đâu tuyển vậy tôi làm luôn,non_toxic
Sống chậm tí các bạn,non_toxic
cac gì bóng của thầy là con chó à?hay linh thú nằm trong thầy đây,non_toxic
"Bây giờ mà mưa một cái thì tha hồ ngồi nhom nhem có lũ chết thèm, trong này ấm cúng có gái có rượu, chúng mày ngoài đó có thèm ko. Lêu lêu",non_toxic
Lũ đấy đang ngồi đếm tiền chia chác kiếm dc sau vụ đút lót dã man đấy,toxic
Nhị Thắng gắt,non_toxic
Khi đất nước tiến được đến dân chủ tôi nghĩ nên làm riêng một phần nghĩa địa để trôn riêng những người cộng sản ko nên để mộ họ chung với chúng ta được để cho thế hệ sau biết những phần mộ trong nghĩa địa của người theo cộng sản là quỷ đội lốt người có tội đồ lớn với dân tộc,toxic
"Thoại Trần bạn đã viết đúng chính tả chưa mà nói họ? \""Chính tã\""",non_toxic
Ok chưa,non_toxic
Đm mày 2/5,toxic
Nhớ wa trời,non_toxic
Chi ba cuu kho cuu nan cho em .cho em so tien lam von ngheo kho wa,non_toxic
Nói cho dử bi gat Ko hay kaaaaaa,non_toxic
Chết em thầy ba ơi,non_toxic
@Tuyen Ta chỉ là loại nằm vùng tại Mỹ & tiếp tục sống chui. rút để thủ lợi như thời vc sống trong bưng dùng 3/// xỏ lá để dành chùi rửa,toxic
Tùng Sói bị đau răng sưng lợi nên phù mặt ra à =))),non_toxic
Huy Hoàng thua,non_toxic
Bích Hường vl,non_toxic
Nguyễn Thuận đã nói là ý kiến cá nhân của tui mà,non_toxic
Cái lùm má,toxic
Chai dầu thơm kia của mẹ mua cho em 3tr mấy bả bán cái kia 610 mà tặng chai dầu thơm 3tr😂,non_toxic
Xin video vs b,non_toxic
Nữa đêm coi mà cười muốn xĩu😂,non_toxic
Ko chỉ chính trị bị như thế mà vị trí địa lý của phi nó cũng khá là khó khăn. Xung quanh toàn biển mà năm nào cũng đón bão siêu to siêu khổng lồ thì sao mà giàu được. Trong khi đó GDP Phi nó vẫn hơn Vn thì hỏi Vn có hơn nỗi Phi nếu có vị trí địa lý thuận lợi như Vn ko.,non_toxic
Đ m có cái loại doanh nghiệp làm ăn bố láo cho cả ruồi vào nước uống quảng cáo rầm rộ có lợi cho sức khỏe -_- khỏe cái mả cha nhà chúng nó. Xong lúc người ta dàn xếp đôi bên theo kiểu dân sự thì úp sọt đánh bẫy người ta. CÒn bọn chức trách có thẩm quy,toxic
"Cái lồn mẹ ở đây người ta nói chuyện công ly chứ đéo phải tống tiền nghe chưa con chó ngu , dizz mẹ mày cty đem tiền tới họng mày thi may làm sao con chó , người này nghèo ko có học thức bị tụi nó chơi , hiểu chưa con chó ngu , nếu mày cảm thấy thp an toàn thì cả họ nhà mày mua dr thanh uống nhìu vào",toxic
Cô chân thật dễ mến,non_toxic
Rubi Bella Pham Thanh Loan Nguyễn Thanh Trúc Ở nhà hết đi,non_toxic
"Nam Quảng việc gì b phải cmt và nhấn mạnh là "" Hay ho đéo j bài này. Hay lại câu like mất facebook"" ạ. Như vậy là ko hay rồi. Chứ hay hay ko hay là ý kiến riêng của mỗi người rồi ý. Bọn mình chỉ muốn b cmt lich sự hơn thôi ạ ^^",non_toxic
Còn thời cưỡi ngựa bắn cung.,non_toxic
Lộn mặt thầy :v,non_toxic
Lương 7-8 tr :)),non_toxic
Chính quyền của dân Do dân vì dân mà,non_toxic
Vui quá cj oi,non_toxic
bạn đã đoán đúng 💋,non_toxic
Mark zuckerberg,non_toxic
Đề nghị bỏ tù,non_toxic
Thấy vô phục nhưng khá thuyết lý,non_toxic
"Nguyễn Minh Phương Cưới rồi thì ván đã đóng thuyền , bảo công ty thua lỗ bán xe là xong , nó mưu cao vãi ra",non_toxic
toàn tin vớ vẩn ... khi nào việt nam sát nhấp với trung quốc thì cả cái DNA này xách dép cho chúng ta hết .. hãy tin vào sự lãnh đạo tài tình của đảng và bộ máy nhà nước...:3 :)),toxic
Em chồng Hà Tăng. Nhưng cô này ý thức tốt gấp mấy lần bạn nó.,non_toxic
Hà My má ơi cười xỉu =))))))),non_toxic
Bà Ba Vàng Ngọc Bả Xúi Chị Chửi Đó Chứ Chị Biết Ai 🤣,non_toxic
Chức năng của iphone này có khả năng tính toán nhanh như a Độ =)),non_toxic
Võ Quỳnh a quang cầm điện thoại live a độ trồng rau cũng được :v,non_toxic
Chưa bao h thấy ko ưng 🤣🤣🤣,non_toxic
chậm thôi,non_toxic
"Chúc thầy năm mới, thêm nhiều mật danh mới :>",non_toxic
Chán chả muốn nói,non_toxic
Xin vid ạ,non_toxic
"Từ phải qua: FunkyM, Người Tày, DjChip, Pino, TLH, Rambo, Qnt, Snake",non_toxic
Hồi chưa có vợ t cũng vậy😂😂,non_toxic
Nghiệp Ks một chút hoyy 😁😁,non_toxic
nghe nứng wá thầy ơi,toxic
nhin chi hao hao giong ca si cam li va,non_toxic
Lữ Văn Thánh đó là ý do tôi bảo ông trẩu,toxic
Năm sau hứa sẽ không xem team bắn giải nữa ạ,non_toxic
Đố các bạn: Phụ nữ là phái đẹp. Đúng hay sai👉😫,non_toxic
"Các ông chỉ nói mõm với ấn phím là nhanh,mà k nhìn nhận sự việc theo hai phía,lúc nào cũng kêu nhà nc thế này thế kia,nhưng k nghĩ lại xem k có nhà nc giờ các ông đc sống đc ngồi đây mà gõ phím chắc",non_toxic
Nhìn sơ sơ cứ tuong lý hùng,non_toxic
Nu danh hai kiẻu oanh chi bang mot nua con nay thoi ko co len de bang con nay,non_toxic
Đây chi ngủ nè..nghe  em chi ngồi vậy liền..hi hi,non_toxic
"Cô nói chuyện nghe duyên ghê, ông Tuân cười quá tr",non_toxic
có cái ngu nào bằng cái ngu này?? làm việc thì cũng phải có chừng mực thôi!,toxic
Dân tui!!!,non_toxic
Anh ba reaction bài của cô Mina đi,non_toxic
Nói hây quá chị,non_toxic
Ý tưởng và ảnh bới Kanny Nguyen (,non_toxic
Ai giỏi photoshop làm cho a tôi cười lên phát đc không ???,non_toxic
đặc trưng con đường xuống hố cả nước nó thế !,toxic
Cô Ba quý tộc 0934085769 Cô Ba muôn năm,non_toxic
Chẳng lẽ nên kêu người dân nhắn lại .. xin lỗi bác thủ tướng em bị lụt ko có điện thoại nên bác đừng nhắn đễ làm giàu cho nhà mạng,toxic
Thần rừng SBTC,non_toxic
Cà khịa là niềm vui,non_toxic
"Cười phot cả,😂😂",non_toxic
Xuất sắc luôn =)) đúng là cô của em =))),non_toxic
Dậy mà đi hỡi đồng bào ơi,non_toxic
"\"" Liên Quan\""...",non_toxic
Cô qua nhà t,non_toxic
Lê Anh Duy bên bển có thường đi bar đi búp quẩy tung chảo gì không,non_toxic
Thầy đi hát hay gì :)),non_toxic
Anh chả dùng chị Trang như phá rồi. Mà vẫn cãi được,non_toxic
Sống chậm lại là an toàn à❤️,non_toxic
Hoàng Thanh Trung,non_toxic
